Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,EmailAddress,Username,Password,TelephoneNumber,MothersMaiden,Birthday,CCType,CCNumber,CVV2,CCExpires,NationalID,UPS,Color,Occupation,Company,Vehicle,Domain,BloodType,Pounds,Kilograms,FeetInches,Centimeters,GUID,Latitude,Longitude
733,male,Hobbit,Mr.,Basso,N,Chubb,Alte Poststrasse 13,HAID,OO,Upper Austria,4870,AT,Austria,BassoChubb@rhyta.com,Thopity,bi7eitah6oG,0676 849 64 38,Goodbody,3/30/1957,Visa,4929167522485066,439,5/2018,,1Z 27W 106 49 8631 530 0,Blue,Compliance officer,Clemens Markets,2011 Maybach 62,RoulettePays.at,O+,114.0,51.8,3' 10",117,8816f8f2-9179-4e5e-b124-38d088bacf83,47.949984,13.506689
734,female,Hobbit,Ms.,Eglantine,D,Whitfoot,Vainupea 83,Tiigi,LV,Lääne-Virumaa,45442,EE,Estonia,EglantineWhitfoot@fleckens.hu,Befte1970,thaeQuai7,326 1267,Roper,1/24/1970,Visa,4532507024970793,319,4/2017,,1Z A30 395 09 2268 368 4,Purple,Auditor,Shabby Chic,2004 Peugeot 307,JewelryCover.com.ee,A-,104.1,47.3,2' 8",82,d2b0cbef-b1e3-4cc2-8085-60bc54ceae29,59.541909,26.2015
735,female,Hobbit,Ms.,Laura,S,Lightfoot,2878 rue des Églises Est,Cadillac,QC,Quebec,J0Y 1C0,CA,Canada,LauraLightfoot@gustr.com,Squing,aekahn1Wo,819-759-1119,Burrows,6/5/1987,MasterCard,5140080209610486,064,9/2019,322 624 420,1Z 452 979 83 4072 283 6,Red,Maintenance machinist,Heilig-Meyers,2009 Honda Insight,InstantUnion.ca,A+,109.8,49.9,2' 6",75,47acdd58-b265-45a0-9b77-f4f54ea2e041,49.814144,-107.698841
736,female,Hobbit,Ms.,Pandora,C,Banks,Pazmaniteng 19,ADMONT,ST,Styria,8911,AT,Austria,PandoraBanks@jourrapide.com,Perep1949,Ail8eighai,0660 927 56 93,Whitfoot,12/29/1949,Visa,4716342428345063,535,5/2017,,1Z 196 7V4 36 6904 990 9,Black,Student affairs administrator,Liberty Wealth Planners,2005 Smart ForFour,MobileCribs.at,O-,139.7,63.5,2' 1",63,cf5151c8-f673-4105-a545-6dced183d398,47.506637,14.391936
737,female,Hobbit,Ms.,Pamphila,K,Zaragamba,ul. Tkacka 110,Białystok,,,15-689,PL,Poland,PamphilaZaragamba@gustr.com,Withand,aebai3Va7qu,88 529 72 55,Chubb-Baggins,5/28/1958,Visa,4556764902287003,206,12/2018,58052894506,1Z 4Y0 386 69 7445 778 7,Orange,Trial lawyer,John F. Lawhon,2005 BMW Z4,CoSpecials.pl,A+,103.2,46.9,2' 10",86,9ab14384-8a55-4b6b-8e2c-d5e0b97ac0ca,53.207915,23.109616
738,male,Hobbit,Dr.,Adelard,P,Brandagamba,2514 James Street,Brockport,NY,New York,14420,US,United States,AdelardBrandagamba@cuvox.de,Rinetuat,Ilie1Ohgia,585-637-2098,Hayward,2/12/1972,Visa,4532236620299130,502,6/2020,103-30-2011,1Z 890 847 99 9687 081 8,Brown,Refuge manager,Big D Supermarkets,1997 Volkswagen Caravelle,GigaUpdate.com,O+,134.6,61.2,2' 5",73,650d7450-621c-480b-85f5-8f099090eafa,43.258315,-77.900948
739,female,Hobbit,Mrs.,Rosamunda,G,Sackville-Baggins,Kremlestien 250,DRAMMEN,,,3032,NO,Norway,RosamundaSackville-Baggins@teleworm.us,Joods1958,ci1aGh2pieF,997 50 334,Tunnelly,7/13/1958,MasterCard,5326751135227019,152,3/2017,,1Z 875 363 26 9947 416 3,Yellow,Marine oiler,CompuAdd,2012 Audi Q5,PhotoReproduce.no,B+,114.4,52.0,2' 2",65,fc4dabe7-6382-497c-a1b2-809b3d97eca6,59.682485,10.243555
740,male,Hobbit,Mr.,Tobold,L,Whitfoot,Långlöt 23,TULLINGE,,,146 00,SE,Sweden,ToboldWhitfoot@gustr.com,Reaut1981,eXa2Xieyeif,070-3898329,Bunce,8/11/1981,MasterCard,5565376736278326,391,7/2018,810811-5976,1Z 468 664 77 9633 160 2,Blue,Rolling machine setter,Sunny Real Estate Investments,2009 Cadillac STS-V,MixedBar.se,O+,109.8,49.9,3' 3",98,088f0d38-861e-4d5e-a798-db646d9fe221,59.12728,17.896289
741,female,Hobbit,Ms.,Estella,M,Sackville-Baggins,1918 Wattle St,Cradock,EC,Eastern Cape,5881,ZA,South Africa,EstellaSackville-Baggins@superrito.com,Shrome,Ei6Ohngaze,084 503 6980,Bunce,5/11/1993,Visa,4716599557319777,677,11/2018,,1Z 210 12E 94 0635 293 5,Blue,Ratings analyst,Life Map Planners,2008 Holden Barina,DoubleTub.co.za,O+,131.6,59.8,2' 8",81,04ef476d-9d84-4202-a709-1b485da6ff35,-32.13556,25.702849
742,female,Hobbit,Ms.,Nora ,M,Gamgee,Skíðabraut 72,Dalvík,,,620,IS,Iceland,NoraGamgee@cuvox.de,Rompheight,hu9GiePeequ,480 2815,Gammidge,4/3/1961,MasterCard,5329081296702130,683,5/2017,,1Z 8W5 037 47 1447 361 9,Purple,Aerobics instructor,K's Merchandise,1999 Suzuki Swift,SpecialVisits.is,O+,128.9,58.6,3' 9",115,cd03dedb-17a6-4049-bbc0-38d584111236,65.932913,-18.570263
743,female,Hobbit,Mrs.,Nora ,B,Maggot,141 Apollonos Avenue,Palaikythro,NI,Nicosia,2529,CY,Cyprus (Anglicized),NoraMaggot@jourrapide.com,Oughts,Ahm8Mie5,97 142867,Sackville,1/15/1954,Visa,4556275680537691,241,4/2020,,1Z 496 A27 37 1524 705 7,Black,Yardmaster,Heilig-Meyers,2006 Ford F-350,BirthdayPortraits.com.cy,O+,132.4,60.2,2' 9",84,a698a58b-d660-4d7c-9669-a7718b7f3682,41.417863,-73.009353
744,female,Hobbit,Ms.,Prima,A,Mugwort,Via Medina 15,Lucinico,GO,Gorizia,34070,IT,Italy,PrimaMugwort@jourrapide.com,Hiltat,beL6quie,0331 1742621,Lothran,4/7/1980,MasterCard,5445209863912761,637,10/2017,KF42056472,1Z F65 694 53 0313 258 9,Blue,Production cost estimator,Champion Auto,1993 Honda Legend,AirPills.it,B+,125.6,57.1,2' 2",67,18292726-9911-4ba1-9330-a5cf1c7b1512,45.871845,13.445501
745,female,Hobbit,Ms.,Rowan,T,Brown,ul. Jesienna 78,Szczecin,,,70-807,PL,Poland,RowanBrown@cuvox.de,Poods1991,satahT1choo,66 392 36 27,Lothran,2/1/1991,Visa,4532892038184288,315,8/2016,91020107103,1Z A89 025 70 8538 554 3,Yellow,Electronic newsgathering operator,Specific Appraisals,2007 Kia Sorento,WebcamDiary.pl,B+,120.6,54.8,2' 9",83,21b0bda2-6cac-4941-94cc-9ee11f809b7a,53.424483,14.626396
746,female,Hobbit,Mrs.,Eglantine,G,Boffin,Kálmán Imre u. 43.,Csákány,SO,Somogy,8735,HU,Hungary,EglantineBoffin@fleckens.hu,Gived1971,uMahl6mee,(85) 245-907,Twofoot,4/17/1971,Visa,4716034068254420,569,9/2019,,1Z 473 17Y 24 4760 729 6,Orange,Clerical supervisor,Fayva,1997 Volkswagen Sharan,SprayLotions.hu,O+,127.6,58.0,2' 3",69,4a3c8499-cba0-4a99-87ce-2d6084ff2f7a,46.536631,17.274742
747,male,Hobbit,Mr.,Folcard,G,Bunce,Schmarjestrasse 68,Zeuthen,BB,Brandenburg,15735,DE,Germany,FolcardBunce@superrito.com,Upone1994,faeceiChu5,033762 18 37,Gardner,4/1/1994,MasterCard,5567663752720671,419,12/2019,,1Z W26 875 07 3183 313 6,Blue,Bailiff,Konsili,2002 Mercury Sable,SoundLeads.de,B-,104.9,47.7,3' 3",98,c8be3c7d-9bb3-40fd-a29d-44c52a6aed1b,52.322544,13.540128
748,male,Hobbit,Mr.,Saradoc,S,Roper,Sundbakken 132,ÅLESUND,,,6020,NO,Norway,SaradocRoper@dayrep.com,Enambriat,woh2Zequ,975 36 244,Rumble,4/28/1969,Visa,4485029998942416,678,11/2019,,1Z Y06 6F8 69 9874 191 7,Green,Craft artist,Chandlers,2000 Volkswagen Quantum,GolfingOasis.no,B+,141.7,64.4,3' 6",106,e882d34c-d49d-4ee3-a3b6-2e0b8cc1e929,62.414471,6.290671
749,female,Hobbit,Ms.,Rosamunda,B,Tûk,Avenida do Pinheirinho 1807,Várzea Paulista,SP,São Paulo,13224-240,BR,Brazil,RosamundaTuk@cuvox.de,Ronts1931,eiW9ielah,(11) 2885-7862,Goold,8/17/1931,MasterCard,5476965247020785,219,7/2019,108.316.767-79,1Z 99Y 696 83 2406 978 5,White,Process metallurgical engineer,Coast to Coast Hardware,2009 Land Rover Range Rover Sport,MajorSecrets.com.br,A+,149.4,67.9,3' 1",94,382b153c-6d63-404b-8d95-ae58555ff805,-23.240739,-46.782974
750,female,Hobbit,Mrs.,Hilda,P,Sackville,Pardubská 1539,Fryšták,ZL,Zlínský kraj,763 16,CZ,Czech Republic,HildaSackville@teleworm.us,Bearaince,aech5eiWaib,723 930 208,Took-Took,8/4/1961,Visa,4539047581915926,640,4/2018,,1Z 441 747 68 1394 586 4,Green,Web designer,Planetbiz,2001 Mercedes-Benz CLK,MortgageDo.cz,A+,110.4,50.2,3' 3",98,9c167a12-e6e0-4b28-aeac-f28c9d63b6d0,49.236511,17.710532
751,female,Hobbit,Mrs.,Camelia,C,Whitfoot,Erzsébet tér 46.,Nagyvisnyó,HE,Heves,3349,HU,Hungary,CameliaWhitfoot@einrot.com,Seress,osheaY2nah9qu,(36) 111-724,Zaragamba,8/21/1990,MasterCard,5154842838611190,296,8/2019,,1Z 078 101 48 7710 748 7,Purple,Credit analyst,BASCO,2001 Hyundai Atos,MarchSpecials.hu,B+,143.2,65.1,3' 3",99,f00aef37-337f-4912-a769-56e0b85f8b9e,48.172329,20.513872
752,female,Hobbit,Ms.,Bertha,H,Brown,809 Sandown Rd,Cape Town,WC,Western Cape,8007,ZA,South Africa,BerthaBrown@dayrep.com,Feuppied,eeNgahs6ai,085 713 1797,Brandagamba,2/4/1982,Visa,4556525951028188,589,8/2019,,1Z A36 767 65 1335 296 4,Black,Plant scientist,Gart Sports,1999 Mercedes-Benz ML,OMesothelioma.co.za,A+,124.7,56.7,3' 10",117,601944e8-6e6c-4660-a48f-e25c734ced25,-33.818856,18.333248
753,female,Hobbit,Ms.,Amalda,A,Brandagamba,48 rue de la République,LUNÉVILLE,LO,Lorraine,54300,FR,France,AmaldaBrandagamba@einrot.com,Obeft1974,chohChej2,03.32.27.65.99,Chubb,8/27/1974,MasterCard,5107763631963331,908,5/2018,,1Z 491 300 27 3383 661 9,Brown,Housekeeping cleaner,Road Runner Lawn Services,2003 Suzuki Swift,LocalExcellence.fr,O+,123.6,56.2,2' 7",78,4f8c7b99-29f3-41d0-afcd-f4e5c7aa2e8e,48.454425,6.612966
754,female,Hobbit,Mrs.,Esmeralda,M,Took-Brandybuck,52 Shamrock Avenue,JEREMADRA,NSW,New South Wales,2536,AU,Australia,EsmeraldaTook-Brandybuck@cuvox.de,Thisis,eiV1OhGi0nah,(02) 4006 1847,Oldbuck,5/8/1965,MasterCard,5405971732761095,277,9/2017,,1Z 819 365 24 2033 849 2,Blue,Quality assurance inspector,Kragen Auto Parts,1999 Honda Legend,CountryWeblog.com.au,A+,139.3,63.3,3' 1",95,d4bb0f27-c4ae-43ca-8827-a6b35aaf5fba,-35.65832,150.185747
755,female,Hobbit,Mrs.,Goldilocks,H,Bolger,Neubertbogen 19,Romanel-sur-Lausanne,,,1032,CH,Switzerland,GoldilocksBolger@fleckens.hu,Ongrat49,Go8nooQu,021 742 56 53,Labingi,2/22/1949,MasterCard,5182196529924388,770,11/2019,,1Z E25 642 79 9845 992 3,Blue,Marketing manager,Gino's Hamburgers,2008 Chevrolet Kalos,LocalDVDs.ch,O+,104.3,47.4,2' 9",85,7dac80a5-eb5b-4d69-90a1-aa0face8b31c,46.61558,6.595887
756,male,Hobbit,Mr.,Caradas,S,Baggins,27 Place du Jeu de Paume,VILLEFRANCHE-SUR-SAÔNE,RA,Rhône-Alpes,69400,FR,France,CaradasBaggins@gustr.com,Whaviely,neiSe6oox,04.02.48.53.26,Hogpen,8/7/1932,Visa,4485375694329949,357,9/2020,,1Z 622 49E 02 4460 958 2,Blue,Sound mixer,JasmineSola,2004 Westfield XTR 2,PureRatings.fr,O+,113.1,51.4,2' 0",62,088a2a31-94ad-4330-aa80-d306947ff984,45.963439,4.734547
757,female,Hobbit,Dr.,Laura,M,Brownlock,Molenstraat 133,Sommethonne,WHT,Hainaut,6769,BE,Belgium,LauraBrownlock@fleckens.hu,Taings,rov0ni5Udoh,0499 91 42 73,Whitfoot,8/15/1976,Visa,4716764938714027,029,3/2017,,1Z A30 971 54 6632 188 1,Blue,Relay technician,Desert Garden Help,2008 Maserati Spyder,CareerKillers.be,O+,130.5,59.3,2' 0",61,caab7379-a6d0-4991-bf9e-e20200ed4716,49.496036,5.591292
758,female,Hobbit,Ms.,Laura,S,Noakes,Valadouro 18,Laukiz,BB,Biscay,48111,ES,Spain,LauraNoakes@teleworm.us,Perear,Fivaiph6fei,683 846 598,Hayward,11/1/1974,MasterCard,5425031602635295,767,3/2019,,1Z E29 306 50 0887 032 9,Blue,Photogrammetrist,Pointers,2005 GMC Sierra,AcademicCard.es,A+,102.5,46.6,3' 10",117,c3a81fcc-a0c1-46a1-b856-310f86389f5c,43.272522,-2.840588
759,male,Hobbit,Mr.,Hamilcar,C,Whitfoot,1763 Weston Rd,Toronto,ON,Ontario,M9N 1G4,CA,Canada,HamilcarWhitfoot@teleworm.us,Nipton70,eit0AiDeecei,416-242-4050,Labingi,1/13/1970,Visa,4929682462704177,609,2/2017,419 258 652,1Z V07 095 02 1934 364 6,Blue,Store detective,The Flying Bear,2010 Nissan Altima,LawyerNetworking.ca,O+,146.5,66.6,3' 10",118,63eae4cf-3b14-419e-95e3-0e7cd8ac7a82,43.748438,-79.403169
760,female,Hobbit,Ms.,Pansy,P,Zaragamba,3380 Layman Court,Stockbridge,GA,Georgia,30281,US,United States,PansyZaragamba@jourrapide.com,Abuthery,thai5cahMie,678-289-1759,Brandybuck,2/13/1947,Visa,4485422024572440,425,6/2016,673-05-5658,1Z 4V8 797 11 1774 757 2,Blue,Revenue officer,Atlas Architectural Designs,2008 BMW 645,PublicityLesson.com,A-,136.6,62.1,2' 2",67,161ff39c-13f0-452a-96c2-d4fbcb4d5852,33.59417,-84.172081
761,female,Hobbit,Mrs.,Melilot,D,Burrows,1925 Eglinton Avenue,Toronto,ON,Ontario,M4P 1A6,CA,Canada,MelilotBurrows@einrot.com,Ligganclick,hoVeichoo3uF,416-417-4370,Zaragamba,1/22/1982,MasterCard,5207150735132535,804,10/2017,080 046 402,1Z 982 54E 98 0143 753 0,Black,Behavioral disorder counselor,Affinity Investment Group,2006 Lexus SC,NotebookDistributors.ca,O+,147.4,67.0,3' 0",92,3676dec4-5e8d-4623-b258-3693fa991488,43.661768,-79.333601
762,male,Hobbit,Mr.,Kalimac,H,Baggins,42 Karaiskaki Sq,Kalo Chorio Oreinis,NI,Nicosia,2616,CY,Cyprus (Anglicized),KalimacBaggins@superrito.com,Cris1973,Aeg0reix,97 750959,Mugwort,1/3/1973,Visa,4929217443729900,016,2/2016,,1Z 900 986 96 0542 185 2,Blue,Rehabilitation nurse,Rink's,2005 Land Rover Discovery 3,EngineeringClubs.com.cy,B+,147.6,67.1,3' 2",97,b084ea3a-736c-4813-9d01-c95f7751aa5d,41.421724,-73.000216
763,male,Hobbit,Mr.,Tobold,M,Goold,3912 Saint Marys Avenue,Whitesboro,NY,New York,13492,US,United States,ToboldGoold@superrito.com,Tinshe,eiph7Piech1,315-768-0323,Clayhanger,12/30/1984,MasterCard,5109393377022411,907,12/2019,090-58-5049,1Z 8F0 092 38 6731 609 4,Blue,Compliance officer,Jackhammer Technologies,2011 Aston Martin DBS,NetBorrower.com,O+,130.7,59.4,3' 11",119,aead6ab7-8b6e-479f-8ffd-03e78df187c5,43.219096,-75.41527
764,female,Hobbit,Mrs.,Mantissa,F,Baggins,Sokolská 833,Roždalovice,ST,Stredoceský kraj,289 34,CZ,Czech Republic,MantissaBaggins@teleworm.us,Theryinithou,aey3AiJo,774 484 773,Goold,5/16/1963,MasterCard,5331116667053659,989,3/2018,,1Z 910 600 51 0659 931 9,Blue,Relay technician,Silverwoods,2006 Mercedes-Benz GL,ChurchReunion.cz,O+,143.7,65.3,3' 7",108,00e1e7dc-b362-49d3-876a-31275f71855e,50.280008,15.238019
765,female,Hobbit,Ms.,Jessamine,M,Galbassi,Λεωφ. Ποσειδώνος 247,ΜΑΡΑΘΟΒΟΥΝΟΣ,FA,Αμμόχωστος,5650,CY,Cyprus (Greek),JessamineGalbassi@gustr.com,Wortuld,ieSh8si3xee,97 519155,Bracegirdle,9/26/1960,MasterCard,5175520160342353,824,5/2016,,1Z 72A 929 12 3324 888 4,Green,Cost estimator,National Lumber,2003 Fiat Palio,LendingDiscussion.com.cy,A-,100.1,45.5,3' 3",99,7b96ae17-2ed8-4721-ab3a-e8bff0e5a846,41.263842,-72.947821
766,male,Hobbit,Mr.,Fortinbras,B,Gardner,Ånhult 97,TREKANTEN,,,388 51,SE,Sweden,FortinbrasGardner@jourrapide.com,Pootnott,vei4ahv3Oh,0480-5561357,Chubb,11/8/1987,Visa,4485131720112134,046,10/2019,871108-4650,1Z 310 488 10 4576 874 8,Green,Longshoremen,Omni Tech,2004 Toyota MR2,GenevaPackages.se,A-,118.4,53.8,3' 1",93,096fc038-f2f6-413a-bd1b-041bca015b25,56.787148,16.029194
767,male,Hobbit,Mr.,Ponto,B,Rumble,Paseo Junquera 92,Vinaròs,CS,Castellón,12500,ES,Spain,PontoRumble@dayrep.com,Entall58,zo8Ohnaogh,788 131 068,Sandheaver,11/28/1958,MasterCard,5413216741084455,703,4/2017,,1Z 672 931 34 2019 614 5,Green,Respiratory care practitioner,Record Town,2001 Honda Logo,DiscFrames.es,A+,126.3,57.4,2' 2",66,be809e5c-ab1f-4d26-a3b0-bdb0e0affcb7,40.429327,0.57298
768,male,Hobbit,Mr.,Hamilcar,G,Chubb-Baggins,Via Domenico Morelli 146,Musellaro,PE,Pescara,65020,IT,Italy,HamilcarChubb-Baggins@superrito.com,Etted1986,ohl8Ohqu,0370 5542861,Chubb-Baggins,3/23/1986,MasterCard,5184362940402820,527,1/2019,VG16779967,1Z W88 95E 82 0752 134 3,Blue,Physicist,Raleigh's,2004 Subaru Forester,StyleProposal.it,O+,101.9,46.3,2' 8",81,fbd61778-8efe-4047-a6f1-8ee3daed1fb1,42.10708,13.947409
769,male,Hobbit,Mr.,Isembard,D,Bolger,35 Dora Creek,WHIAN WHIAN,NSW,New South Wales,2480,AU,Australia,IsembardBolger@jourrapide.com,Menivint,lahHei2Soo,(02) 6743 7531,Burrowes,1/17/1954,Visa,4532278710711988,202,4/2017,,1Z 563 875 45 1873 946 2,Orange,Occupational therapist aide,Opticomp,2002 Lexus RX,DomainEnvironment.com.au,A+,104.3,47.4,3' 0",91,869ac462-1886-4052-8643-c22f325ba962,-28.670989,153.19388
770,male,Hobbit,Mr.,Jolly,L,Goold,Zoutlaan 58,Oudenbosch,NB,Noord-Brabant,4731 MH,NL,Netherlands,JollyGoold@teleworm.us,Feciat,ehai4Ahp2ah,06-13062457,Tunnelly,8/14/1980,MasterCard,5221779933012784,977,12/2017,,1Z 645 W31 05 4734 675 7,Green,Certified nursing assistant,Sound Warehouse,2002 Mercedes-Benz A,TelephonePost.nl,A+,127.8,58.1,2' 4",71,99838b78-d90c-4803-8a53-d5301a1de2b8,51.561698,4.585671
771,female,Hobbit,Ms.,Bellisima,M,Headstrong,179 Kokiri Crescent,Ascot Park,,Porirua,5024,NZ,New Zealand,BellisimaHeadstrong@teleworm.us,Hictis91,wae8aiMahfo,(027) 3594-163,Fairbairn,6/16/1991,MasterCard,5224398048874603,140,7/2016,,1Z W37 F41 17 5221 297 2,Orange,Fumigator,Northern Reflections,2009 Hyundai Genesis Coupe,YourEvaluation.co.nz,B+,139.0,63.2,2' 11",90,c3958e2e-7102-45ad-90c3-b0c97e2c5e70,-41.058355,174.930118
772,female,Hobbit,Ms.,Belba,A,Goldworthy,R Galé 119,Alhos Vedros,SE,Setúbal,2860-087,PT,Portugal,BelbaGoldworthy@teleworm.us,Derche,eGah5vejuu0,21 265 658 0357,Tunnelly,10/29/1929,MasterCard,5334330440283791,729,8/2020,,1Z 238 602 84 9943 402 1,Green,Entomologist,Weenie Beenie,1994 Zastava 65,HDJet.com.pt,O+,136.4,62.0,4' 0",121,5f6f7122-30d7-43cd-8edf-0cd4466f8ef6,38.685057,-9.022203
773,female,Hobbit,Mrs.,Tanta,M,Sandheaver,Søndre Havnevej 52,Bedsted Thy,NO,Region Nordjylland,7755,DK,Denmark,TantaSandheaver@dayrep.com,Witteper,eiPh5Mee,28-99-12-17,Zaragamba,3/4/1962,Visa,4532970047759108,708,2/2016,040362-2680,1Z 148 15Y 33 0162 715 9,Black,Optical mechanic,Fayva,2006 Cadillac STS-V,DigitalRecliner.dk,A+,143.4,65.2,2' 3",69,68531fb5-c165-4fa6-a9d7-616331342803,56.990887,8.608409
774,male,Hobbit,Mr.,Valdemar,C,Button,16 Athenas St.,Kampyli,KY,Kyrenia,9615,CY,Cyprus (Anglicized),ValdemarButton@superrito.com,Foor1947,yu7eesh1W,27 239028,Sandyman,12/18/1947,Visa,4916873664898256,883,7/2016,,1Z A41 E64 78 3997 479 4,Green,Biomedical equipment technician,Practi-Plan,2008 Cadillac DTS,TonerTraders.com.cy,A+,114.6,52.1,3' 6",106,0f3498ea-1d55-4181-8112-79201ad2805c,41.318122,-72.865817
775,female,Hobbit,Ms.,Jemima,T,Tûk,Orrspelsv 63,LYCKSELE,,,921 36,SE,Sweden,JemimaTuk@fleckens.hu,Beyea1940,gaizu4iF7h,0950-5246902,Gamgee,4/30/1940,Visa,4485953921142689,596,6/2019,400430-1885,1Z F00 426 09 1377 321 0,Purple,Family therapist,Reliable Garden Management,1998 Fiat Seicento,SitterBiz.se,B+,110.0,50.0,3' 1",94,7f9f3738-7e2e-488d-9df1-415c74cbc0df,64.684628,18.709109
776,male,Hobbit,Mr.,Cerdic,R,Goldworthy,Bakketungata 200,ELVERUM,,,2406,NO,Norway,CerdicGoldworthy@armyspy.com,Promaged,VieW1asoi,470 47 855,Hayward,8/10/1959,Visa,4556893683496994,163,7/2016,,1Z 215 896 67 4101 470 2,Black,Charter bus driver,Mikro Designs,2010 Zenvo ST1,TacomaTravelAgency.no,O+,130.2,59.2,3' 4",101,457e7f5b-45be-41e1-a605-2171507a0512,60.91755,11.554631
777,female,Hobbit,Mrs.,Pamphila,M,Burrows,Copacabana 70,Montevideo,MO,Montevideo,12800,UY,Uruguay,PamphilaBurrows@jourrapide.com,Goorms1978,Eo5ahjae4d,9326 9076,Underhill,3/25/1978,Visa,4556082612943629,159,11/2019,,1Z 772 9A3 21 5137 688 2,Red,HVACR technician,Anderson-Little,2006 Toyota 4Runner,JournalVoice.uy,O+,119.7,54.4,3' 8",112,f4ef4f76-5466-49f1-b2bf-275a4429d9f2,-34.857254,-56.177577
778,male,Hobbit,Mr.,Jago,F,Burrowes,Postbox 132,Maniitsoq,QE,Qeqqata,3912,GL,Greenland,JagoBurrowes@superrito.com,Mitherove,Iem3Ainoh,81 99 62,Brown,8/25/1955,Visa,4539840601254866,651,10/2019,,1Z V50 A68 32 0963 630 7,Blue,Captive agent,Sherman's,2002 Dodge Ram,HigherRebates.gl,B+,122.5,55.7,2' 0",61,de659034-0a51-437d-bf39-e675ae923b44,65.464255,-52.951622
779,female,Hobbit,Mrs.,Regina,R,Brandybuck,Lungolago 68,Thörigen,,,3367,CH,Switzerland,ReginaBrandybuck@fleckens.hu,Nowne1960,Quan1xei6k,032 860 43 72,Twofoot,8/2/1960,Visa,4716263870128668,249,6/2019,,1Z 449 116 20 5950 658 9,Brown,Court officer,New World,2011 Chrysler Voyager,PastWorlds.ch,B+,119.9,54.5,3' 1",94,f75bf66d-a389-4bf7-a73d-0564ea46ee34,47.150103,7.751975
780,female,Hobbit,Ms.,Asphodel,G,Oldbuck,χλμ Αθηνών 248,ΛΑΚΑΤΑΜΕΙΑ,NI,Λευκωσία,2333,CY,Cyprus (Greek),AsphodelOldbuck@armyspy.com,Sicke1952,ohkeep1E,96 454817,Tûk,7/29/1952,Visa,4532215348563670,380,1/2020,,1Z 218 364 49 3683 936 6,Orange,Combined food preparation and serving worker,Brilliant Home Designs,2004 Nissan X-Trail,CourseVideo.com.cy,B+,105.4,47.9,2' 0",61,dd515ede-3817-40fb-bf71-bce07ffe06a8,41.28053,-72.842378
781,male,Hobbit,Mr.,Rollo,E,Gamgee,Βρασίδα 135,ΦΟΙΝΙΚΑΣ,PA,Πάφος,8508,CY,Cyprus (Greek),RolloGamgee@rhyta.com,Sayes1944,Aisoho4Oy,99 831258,Rumble,10/18/1944,MasterCard,5568814587773018,830,3/2016,,1Z 471 075 45 5573 359 7,Blue,Tool and die maker,Record Town,2008 Daihatsu YRV,WorstMeal.com.cy,O+,129.8,59.0,2' 6",75,05c16f56-18f3-4120-be63-36b155993485,41.31602,-72.932107
782,female,Hobbit,Ms.,Caramella,I,Lothran,Király u. 47.,Elek,BE,Békés,5742,HU,Hungary,CaramellaLothran@cuvox.de,Offand,aT1aey8pei,(66) 708-748,Sackville,5/18/1989,MasterCard,5156353597205065,503,11/2018,,1Z 24E 887 62 9110 215 8,Purple,Oxygen therapist,Ardan's,2007 BMW 645,RiceSupply.hu,O+,102.7,46.7,2' 7",78,9d81e780-2804-4099-968d-d577e0e579e6,46.500776,21.318854
783,male,Hobbit,Mr.,Sadoc,R,Maggot,R São Romão 95,Rebôlho,VI,Viseu,4690-478,PT,Portugal,SadocMaggot@superrito.com,Sheader,Jeidozaig0oo,21 232 947 8667,Banks,12/19/1990,MasterCard,5474369311772441,421,2/2016,,1Z 8V7 733 42 5106 082 5,Blue,Stonemason,Pioneer Chicken,1992 Alfa Romeo 164,TriviaBus.com.pt,B+,119.7,54.4,3' 4",101,7b39a68e-dc4c-475a-aad1-dbdc91637e13,40.860897,-7.966161
784,female,Hobbit,Ms.,Hilda,B,Took-Took,Rua Santos Titara 741,Salvador,BA,Bahia,40435-480,BR,Brazil,HildaTook-Took@teleworm.us,Nabowness,Viv9ucuu,(71) 6966-8441,Clayhanger,9/20/1933,MasterCard,5352385209553997,146,3/2018,481.169.124-53,1Z F66 290 13 4423 350 2,Blue,Prosecutor,Prestiga-Biz,2011 BMW 525,PublishDate.com.br,A+,99.0,45.0,4' 0",121,89568432-0d8c-4801-addb-799aae82254a,-12.818718,-38.493842
785,male,Hobbit,Mr.,Nob,D,Puddifoot,Rua Domingos Borges 331,São Paulo,SP,São Paulo,04469-010,BR,Brazil,NobPuddifoot@fleckens.hu,Stin1933,Aichie6ee,(11) 6122-3259,Gawkroger,11/5/1933,MasterCard,5209196916087830,874,4/2019,434.485.412-81,1Z 319 454 14 3335 380 1,Green,Real estate agent,Pantry Pride,2002 Nissan R 390 GT1,DreamChapel.com.br,A+,139.3,63.3,3' 10",118,798b871e-b492-4b82-b49f-7a38c9719b6c,-23.578359,-46.731488
